count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,0,3,0,1,because i thought jay z would hit her yeah he is known for sockin a bitch or
3,0,3,0,1,good pussy have a nigga like funniest thing i ve ever seen on my tl
3,0,3,0,1,yall so fuckin trash yo man them niggas gonna win the skins trash
3,0,2,1,1,i should be the global ambassador of something i put ppl on des nuts hoe ahh nigga
3,0,3,0,1,boutta walk out on these hoes
3,0,3,0,1,these bitches bound to get hurt cause a lotta these niggas be playin hell yeah
3,1,2,0,1,lol what else do we have in common nigga hate sleeping in the heat summer is for the birds
3,0,3,0,1,null bruh they both alive thats hans bitch who died oh well fbd
3,0,3,0,1,this hoe waited until she got to make a sextape chile oh my lord
3,1,2,0,1,i m rich dave chappelle voice signed mlb ped users say bitch you pussy
3,0,3,0,1,bitch get outta here dumb ass lmao
3,0,3,0,1,wulf bitch thank you
3,0,3,0,1,liking all my pictures to get a follow ass bitches
3,0,1,2,2,i need more beanies just ordered two true religion ones lol
3,1,2,0,1,i might fuck around and fuck yo bitch eat her ass when your steal her so you ll be a real ass nigga
3,0,3,0,1,this weather need to not flag today we trying to zip a bitch tonight yessssirrrrr
3,0,3,0,1,the day you unblock me you will become a man again but that won t happen so you just a bitch lol
3,0,3,0,1,dreamgirl mckee ooh bet you wooonnnttt stick dat hoe
3,0,3,0,1,sleep over with guys doesn t mean we gonna fuck trust me you re a bitch for denying them pussy
3,0,3,0,1,you the real mvp that s wat ya bitch said when i finished
3,0,3,0,1,burnt pussy lips gal in the blue throwing it
6,0,6,0,1,the bad bitches are only bad until they start talking anyway he preaching
3,0,0,3,2,uncle charlie just got thru lip singing haha
3,0,0,3,2,when twitter rappers dm me their trash links
3,0,1,2,2,lance stevenson gone leave indiana he trash anyway
3,1,2,0,1,with hoes on my dick sweg you have learned from the best
3,0,0,3,2,a lot of them are though attitudes be pure trash teamwhitegirls swirltheworld
3,0,3,0,1,sit in there and shit dnt sing hoe no yess
3,0,2,1,1,y though really hoe really u the dummy taking a pic
3,0,3,0,1,when i m in that pussy honey i m home
6,0,6,0,1,sexy bitch hope she bout it
3,0,1,2,2,where do all the foreskins go when they circumcise a guy the foreskin fairy takes them after you put them under your pillow
3,0,3,0,1,yall are so confused these days somebody put that hoe in a dress
3,0,2,1,1,a majority of my news feed is people arguing about what it means to be a redneck vermontproblems
3,0,3,0,1,you can be a hoe without having sex ask any of the girls texting alotta niggas at the same time
3,0,3,0,1,i m a pro at losing followers some people just can t handle my excessive use of the work cunt mines cause i say fuck
3,0,3,0,1,repost kush blunt convos a simple minded ho made this pic i bet
3,0,3,0,1,if i couldn t trust some of the homies how could i trust these hoes you can t lol
3,1,0,2,2,brah wiz cheated she had hair like a dyke uh duh
3,0,3,0,1,these hoes out of control
3,0,0,3,2,if howard elbow bosh will bosh fight back don t have to got mcbob bird and ud
3,0,3,0,1,im drunk i m bout to bitch need a ride
3,0,3,0,1,versace versace i talk shit on twitter and so that bitch blocked me
3,0,3,0,1,ginobli dropping them bitches like a delta line
3,0,3,0,1,clingy girlfriends are the best stop lying to these hoes bro that shit annoying
3,0,3,0,1,eliot was a pussy mmmmmether
3,0,3,0,1,my bitch bad she s a puerto rican what song is that
3,1,2,0,1,pretty boy face awee thanks faggot
3,0,0,3,2,an inning and a half away from alex rodriguez being eligible to play just a thought yankees mlb omg feel an ulcer
3,0,2,1,1,we out brooklyn bound wit this money feelin like yung jeezy in this bitch lmaoooo
3,0,3,0,1,bitch ima shake til i can t nomo
3,0,3,0,1,fuck you ugly lol show them teeth bitch fuck u
6,0,6,0,1,lol be cool son you know your grandma bald mouth she got all her teeth hoe
3,0,3,0,1,mo bitch the special ed darlene from backatown gn
6,0,6,0,1,they can t fit on that small ass street son bitch you know what happen last time we was onyur st
3,0,3,0,1,going dumb on this essay bitch you sad
3,0,3,0,1,i fucked up in the th grade yeah bitch you wants to fight me with yo dawg ass
6,0,6,0,1,yall on my tl need to be sleep yall got school tomorrow bitch i got straight a s ion need to go
3,0,3,0,1,i dont een tryna be disrespectful when i say bitch its just a term like bruh or son
3,0,3,0,1,you not gone leave hoe
3,0,3,0,1,the next time i see this bitch i m beating her ass job or not lol
3,0,3,0,1,fuck up bitch get out mi house
3,0,3,0,1,bad bitches is the only thing that i like
3,0,3,0,1,it aint bundles soooo nope it is bitch she happy hosting
3,0,3,0,1,no yu can t get no money yu silly hoe
3,0,3,0,1,these niggaz bitches hiding behind gangs they ain t in
3,0,3,0,1,dont say shit else just stfu bitch we can do a lot more off this twitter shit you can come see me
3,0,3,0,1,niggas talk more then bitches these days
3,0,3,0,1,you little stupid ass bitch i ain t fuckin with you
3,0,3,0,1,i aint gone lie old heads say they see it in me so i figured nah you just retarded
3,0,3,0,1,lmao aero sound young af talking bout hoes n weed n shit brah you gotta listen to this shit
3,1,2,0,1,niggas over with long ass monkey arms make the best cuddle buddies so i heard ahaha a female told me this once
3,0,3,0,1,sometimes i hate az sometimes i love it depends on the time of year i guess the dumb bitches that live here
3,2,1,0,0,dudes shaving without it being for an athletic purpose is gay af you re retarded
3,0,2,1,1,or he s eating it cuz he s with a women who just can t cook then u gotta get rid of that hoe
6,0,6,0,1,i m going to miss these bitches so much far right she resting on ol girl booty y all funny as shit
6,0,6,0,1,you was with the bitch with the fat ass only way to live when u young that shit gonna get old tho and have a lot of dents in it
3,0,3,0,1,marcus bitch ass ain t loyal at all team hopping ass
3,0,3,0,1,hoe fax type yo bitch number in google to see if it pops up on back page thank
3,0,3,0,1,i was told never fold never sell my sole they should have told yu stay in school soul autocorrect hoed me
3,0,3,0,1,bitch u tried it u deserved every foul word that came out chris mouth bye hoe
3,0,3,0,1,one last shot at this love shit then i m dogging you hoes drakelistener
3,0,3,0,1,negro you wear a size i m in a i m at a now still growing
3,0,3,0,1,what s good family in the gym looking at hoes hit u later
3,0,0,3,2,when you open your starburst candy and get yellows lmao bruh
3,0,3,0,1,birthday weekend starts today shut yo hoe ass up
6,1,5,0,1,bitch niggas pay for hoes just to lay with hoes relax one night you ll pay to stay with hoes
6,0,6,0,1,if your wardrobe consist of mostly leggings you s a hoe guilty
3,0,3,0,1,in the mall with yo bitch and yo money i m getting me somethin
3,1,2,0,1,eat a lot of protein eat a lot of pussy mattietrumpstipsforabetterlife eat the whole ass
3,0,3,0,1,i m jakes bitch
3,3,0,0,0,when you live this gay you can t be afraid of two black dicks in your butt you fucking queer
3,0,3,0,1,a lot of you males need to dress up as real men for halloween since y all be acting like bitches all year
3,0,3,0,1,you want to be a little bitch than ima treat you like a little bitch
3,0,3,0,1,water polo is so fucking hard respect yeah if you re a pussy
3,0,3,0,1,edward did oss he sparkled bitch reality
3,0,3,0,1,who the old bitch hoe
3,2,1,0,0,i love the song john doe dope faggots
3,0,3,0,1,i hate when bitches do that who are you talking to shit like clearly you i be like bitch wit da red door hoe
3,2,1,0,0,just got done with my last final and i m walkin around campus like i own this place queer
3,0,3,0,1,we ll i m going to sleep fag
3,0,0,3,2,mmmh daily is out stories via yellow is in luv the bling
3,0,3,0,1,they not evn hoes in silence anymore proud of it then want respect
3,0,3,0,1,when you fuck her good she trip even more good dick makes a bitch go crazy
3,0,3,0,1,so many hoes that s why preach
3,0,3,0,1,if a photographer doesn t have a back story on how he started he did it for pussy believethat cantknockthahussle
3,0,3,0,1,i ve sounded like a fag the last few days your emotions are inspiring
3,0,3,0,1,imaddictedto girls w fat pussy slim waist fat ass n innocent smiles truuuuuu
3,1,2,0,1,you can be seminoles but not redskins k seminole tribe got an agreement with them fsu pay them to use the name
3,0,3,0,1,who that pussy wet for
3,2,1,0,0,you dammn weed potheads are annoying af on twitter weed and pot are the same thing faggot
3,0,3,0,1,i m dreaming ewwww bitch you must be fucked up
3,0,3,0,1,lmao my bitch was listening to gospel music w liquor in her hand weaaakkk lmfaooooooooo i was crying
3,0,3,0,1,why amanda bitch ass eva cheat on fizz fine ass ion geddit theres more to a nigga than his looks thought yall knew dat
3,0,3,0,1,you should feel disrespected if a bitch try to suck you up with dry lips
6,2,4,0,1,y all bitches switch a roo niggas who the hell
3,2,1,0,0,who is she y all hype that bread loaf chick up but i m a chill a dyke rapper
3,2,1,0,0,cowboys win games during the regular season but when they get to the playoffs that trash af lol hating ass nigga
3,0,3,0,1,having bitches really the wave shaq you got all the hoes
3,0,3,0,1,niggas want a good girl but still wanna fuck with hoes but that ain t gone work gotta pick one boy stfu
3,0,3,0,1,splash onna bitch wednesday tomorrow
3,0,2,1,1,them damn brownies i swear lmao
3,0,2,1,1,mom dont call a girl a bitch that s somebody s daughter sister niece me and somebody s bitch too
3,3,0,0,0,white kids favorite activities calling people niggers on xbox fucking their pet shooting up their school
6,0,6,0,1,smh bitches are such haters how dare they do this to her blackgirls jealousy yooo loool
3,0,3,0,1,throwing lamps at bitches who need to lighten up true dat
3,0,3,0,1,using y mx b to measure the slope of that ass girl
3,0,3,0,1,on my way to fuck ur bitch
3,0,3,0,1,on my way to fuck ur bitch
3,1,2,0,1,my brother a faggot smh
3,0,3,0,1,dnt blame niggas when a female see ya hoe ass ways go listen to some jt money fruitcake
3,0,1,2,2,some of y all bios are trash mine pretty good
3,0,3,0,1,bout time some of these chicks don t want a man they just want support tell that bitch to get a bra
3,0,3,0,1,when the pussy stank
3,0,3,0,1,remember this bro don t show people this
3,0,2,1,1,uhoh you got the hoes lol y all i found this letter on my car naaah
3,0,3,0,1,if she s sending you nudes on snap chats but your not one of the guys on her favorites she a hoe
3,1,2,0,1,mondays are a whole lot better when you re driving a vehicle that white pussy uhhh get ya
3,0,3,0,1,no longer a side bitch
3,1,2,0,1,spitting on people just shows you weren t raised right in another words it s a bitch nigga trait
3,1,2,0,1,spongebob out here beating bitches up
3,0,3,0,1,a relationship is only made for two but some bitches don t know how to count amen to that
3,0,3,0,1,why is everyone who thinks you re an unfunny pandering jizzbag automatically a troll and he hate colored folk
3,0,3,0,1,darkskin girls ugly ass bitch
3,1,0,2,2,in the fashion world urban means stolen from black people its ghetto on us and urban on them haha
3,0,3,0,1,it s like when a bitch gotta pretty pussy but it s loose witchcraft
3,0,3,0,1,the white girls u should holla at but nooooo brothas go for the ugliest bad built hoes ever
3,0,3,0,1,how young is this hoe with a mm pillow
3,0,0,3,2,i survived swine flu bird flu west nile and the bloomberg administration i ll be fine the abortion survival cant get that
3,0,3,0,1,fyi my favorite type of bitches
3,0,1,2,2,my tweets trash
3,0,3,0,1,small titty bitches pierced nipples look like staples lmao
3,0,3,0,1,ready blow this bitch down me rellos
3,0,3,0,1,i couldn t find anything to hold my hair up let alone put a pony in no bitch i said post a busted pic
3,0,0,3,2,my leave out is trash u sick
3,0,3,0,1,iont got no type bad bitches is the only thing that i like aye i m just living life
3,0,1,2,2,dumb beaner
3,0,3,0,1,i try to keep all my bitches on lay away same way i feel
3,0,3,0,1,trust these bitches nah
3,0,3,0,1,is it wrong if i get on this bitch and started talking shit yes
3,0,3,0,1,ain t nothing better in life than meeting a hoe with a full time job don t let her have her own benefits nigga what
3,0,3,0,1,boney as shit right i seen em walking down the street ctfu i was in the crib tho he a lucky nig
3,0,3,0,1,i heard thigh gaps is a way of telling if a bitch pussy is loose what
3,0,3,0,1,i threw them hoes away you also just threw yo life away bruhhh
3,0,3,0,1,lol haha hahahahahahahahahaahah deez nuts bitch
3,0,3,0,1,hate driving in the rain you can drive deez nuts in your botch mouth hoe
3,0,3,0,1,your opinion is irrelevant because you re a cunt
3,0,3,0,1,true nothing shuts up libdog bitches who like to bark at anything that s called preaching the truth
3,1,2,0,1,fuck her right in the pussy i wish this dude was my grandpa
3,0,3,0,1,when you see the bitch that been talking smack about you in the playground
9,0,9,0,1,i just want panda express panera big booty hoe
3,0,3,0,1,aren t they all tho bro i hate a nosey bitch some more than others
3,0,3,0,1,i got money guns gold bitches nd stacks nigga fuck this net beef have my shooters get at niggas a bring dat friday den
3,0,3,0,1,if a bitch comes for me i hope she bout all that slick shit she yapping about thuggin
3,0,3,0,1,i m finna eat some pussy lmao
3,0,0,3,2,when girls take my snap backs and beanies lol that s dollars a hat and for the ax beanies i don t let them take it
3,0,3,0,1,a new breed of white girl she slammed that bitch
3,1,2,0,1,a bitch couldn t pay me to get dem pregnant again fr fam ion see how niccas out here poppin kids out
3,1,2,0,1,niggas want pussy i ain t giving any out here is where lies our dilemma that s cool
3,0,3,0,1,hahahaha do it bitch make her fall in love should i
3,0,3,0,1,if she buys you a tattoo wife that girl this bitch
3,0,3,0,1,bitches saying ray rice got what he deserved but just a month ago wanted this man free
3,0,3,0,1,bitches be like messy bun
3,0,3,0,1,when she ask how imma eat her pussy
3,0,3,0,1,girl you eat mo pussy than me girl you shoulda been a nigga that s that jam
3,0,3,0,1,leave all the bitchin to bitches
3,0,3,0,1,last night was well fun lmao you got some pussy didn t ya vern unfortunately no lol
3,1,2,0,1,y all females love y all a bum nigga or a jail bird
6,0,6,0,1,you lucky ashit if you got the shawty you want a niggah just tryna keep her
3,0,3,0,1,don t get on bro when bae textin another nigger
3,0,0,3,2,i just accidentally ate a pot brownie i guess there goes my pledge of being drug free for life lolz lmao college
3,0,2,1,1,who else thinks lip biting is fucking sexy until that bitch bite too hard put a hoe out once for that
3,1,2,0,1,these the kids that call you nigger on xbox
3,0,0,3,2,how i feel when i m throwing trash away everyday in school
3,0,3,0,1,when he makes u his wcw his hoes favorite it
3,0,3,0,1,females that know they are hoes really the coolest chicks all sex asides lmao
3,0,3,0,1,they game is over fuck yall bitches yall attitudes
3,0,3,0,1,it might be some of y all females pussy wet cause he cried smh
3,0,3,0,1,i say bitch bad woman good lady better lupe
3,0,0,3,2,oreos and milk
3,0,3,0,1,maybe cuz your putting trust in a bitch not a lady or maybe because this a fucking song
3,2,1,0,0,shut the fuck up you fucking trash nigga work on another ring
3,0,2,1,1,in the yellow is rock hard
3,1,2,0,1,everybody loves dej loaf cause that s wifey fuck off kaya dats my bitch
3,0,3,0,1,i live in constant fear of being shit on by a bird well this actually fucking happened to me before sooooo
3,0,3,0,1,i surrounded my bad bitches i can t keep them out my face wheretheyatdoe
3,1,2,0,1,dr gero made android to destroy da world das sum bitch nigga shit i would program a girl android to gimme sum neck
3,0,3,0,1,dumb bitch award goes too that s all you uncle sam
3,0,3,0,1,i let my girl handcuff me to the bed thinkin she gon do something freaky this bitch went through my phone
3,0,3,0,1,what if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on
3,0,3,0,1,it s almost been yrs you haven t had one gf since u just been fckn hoes huh
3,0,3,0,1,your relationship ended not your life stop being a whiny bitch
3,0,3,0,1,you fck like a hoe so no thank you ima be classy when i do it bitch i m dead
3,0,3,0,1,i hate how some of you bitches come to school musty like how tf you walk out your house stank your mama ain t shit
3,0,3,0,1,jealous bitches be like don t subtweet me hoe
3,1,2,0,1,y all big braid gelled baby hair havin bitches look like dashiki from don t be a menace this is not up for discussion
3,0,3,0,1,nawwww if you a hoe you sittin on the floor and not my damn couuuuuch but your birthday is in feb or naa nope
3,0,3,0,1,i m so dead why you hoe me idk i just felt like flaming you lol
3,1,2,0,1,go to sleep bitch stfu
3,0,3,0,1,i really only like like people in this town everyone else is a faggot me me me
3,0,3,0,1,better not have any bitch ass people in my classes tomorrow
3,2,1,0,0,damn they got wifey fall back nigga i don t share my hoes
3,0,3,0,1,when you catch your girl doing some hoe shit behind your back
3,0,0,3,2,i find myself wanting to google the yellow king truedetective no kidding what is going on
3,0,2,1,1,them wet say trav see if they got them hoes in cali i will send you my money
3,0,3,0,1,this bitch childish af one of my sisters would ve had to crash her
3,0,3,0,1,nigel you don t think he knows what he did was dumb how smart are you shut your bitch ass up
3,0,3,0,1,fucked your bitch and left her like
3,0,3,0,1,yasss when a bitch get paid tho as long as she dnt act crazy
3,1,2,0,1,half y all hoes still got nut in y all baby hairs shut up
3,0,3,0,1,nobody wants to be with a bum except bum bitches
3,1,2,0,1,ur ex girlfriend is a slut fr f dat hoe
3,0,3,0,1,ladies if a nigga always wanna go out and party every weekend he basically side hoe shopping
3,0,3,0,1,when you gonna take me out some hoes not gonna let you come over until you spend money on them listen
3,0,3,0,1,beef is when a bitch titties looking like they sleep what s beef
3,0,3,0,1,today was a long practice bitch no it wasn t
3,0,3,0,1,food gt pussy but pussy food so food pussy
3,0,3,0,1,i swear if i see any snow tomorrow bruhh you sound like a basic white bitch
3,0,3,0,1,typical hoe costumes cat nurse bunny police officer themselves
3,0,3,0,1,uh excuse me bitch you don t need to shout
3,0,1,2,2,red neck ice bucket challenge he must be from the sip redneck
3,0,3,0,1,smoking skating twerking i m innat hoe yas
3,0,3,0,1,i hate this shit like why y all bitches think that s cute clothing violation
3,0,3,0,1,miss you pussy
3,0,3,0,1,i smoke like backwoods a day cop dem bitches by da box woe
3,0,0,3,2,adam jones homers yankees now lead guy is a monsta
3,0,3,0,1,already going how i look at side hoes when daddy walk in the room
9,1,8,0,1,u r gey af but you re my boy i m glad i m close with you you dumb bitch how guys say i love you
3,1,2,0,1,can t stand a playin ass nigga bitch
3,0,1,2,2,making weed brownies tonight goin slide me a batch relo
3,0,3,0,1,the hoes love oomf lol
3,0,3,0,1,lover old bitch
3,0,3,0,1,shavonne was doing ballet in the middle of the street last night and fell bitch it wasn t ballet
9,1,7,1,1,i want pussy for dinner
3,0,2,1,1,when her nudes trash you gotta draw clothes back on her and send em back
3,1,2,0,1,hoes be like omg i love my new comb thought this was perro
3,0,3,0,1,knee ass crow ass
3,0,3,0,1,slut hoe thot whore
6,0,6,0,1,i feel like twerking this is why yo pussy stank
3,1,2,0,1,kanye might be the first nigga to successfully save a hoe lol this a original tweet
3,0,2,1,1,under in miami is a keeper not hard to find them hoes just like to brain wrestle
6,0,2,4,2,quote this with a weezy verse i m a diamond in the rough like a baby in the trash
3,1,2,0,1,quote this with a weezy verse you re like a bitch with no ass you aint got shit
3,1,2,0,1,you just ugly af stick to one this new avi trash or nah
3,1,2,0,1,you goofy only goofy niggas simp over chicks with community pussy who are you
3,0,3,0,1,always tryna degrade girlsshit when really pussyass is almost all yall think about so shuuutt iittt sometimes
3,0,3,0,1,f k it i m never wearing my headband again either but you don t hoop like a lil bitch tho
3,0,3,0,1,that ain t my hoe
6,0,6,0,1,this single shit so boring suck it bitch
3,0,2,1,1,trenton gossman is the sexiest hillbilly i have ever seen
3,0,0,3,2,colt mccoy wins hookem he s still trash
3,0,3,0,1,crying over a guy on thanksgiving nah bitch pick your head up you making the turkey soggy thanks a shanni pats turkey dry
3,0,3,0,1,good pussy be making a nigga have to regroup pull out and get your thoughts together
3,0,3,0,1,i ate oomf pussy her
3,0,3,0,1,ion care about none of these bitches
3,0,3,0,1,never seen so many perfect bitches til i made a twitter but
3,0,3,0,1,i m a boss ass bitch bitch bitch bitch bitch bitch bitch
3,1,2,0,1,agreed eating pussy is so much better they both nasty
3,0,3,0,1,fuck a wcw dats my bitch not my crush
9,0,9,0,1,all i want is bitches big boooty bitches
3,0,0,3,2,how is this trash
3,0,3,0,1,i don t like a ghetto female
3,0,3,0,1,if jennifer hudson can lose weight anybody can you fat ass hoes
3,1,2,0,1,stop giving a nigga pussy he stop actin like he care no true totally
3,0,3,0,1,all i wanna do is go workout then come back home and lay in bed jerk off kill two birds with one stone
3,0,2,1,1,an orangutan once tried to have sex with actress julia roberts smart monkey
3,1,2,0,1,ever met a bitch that fucked with your nigga but was to pussy to admit it a bitch for a bitch
3,0,0,3,2,singlebecause ill find a cute hoosier to date next year
3,0,3,0,1,i just made that interview my bitch finessed it huh lol
3,0,3,0,1,we don t love these hoes
3,0,3,0,1,fuck a bad bitch id rather have a good girl who s a freak just for me times
3,0,3,0,1,single af we don t care you re ugly anyways me pussy
3,0,3,0,1,i don t love these hoes we
3,0,3,0,1,when you try to smash but that pussy stank
3,0,0,3,2,yankees and red sox are scoreless as we play in the nd inning the bambino is watching
3,0,0,3,2,alfredo aceves in to relieve here in the th yankees he needs to go away gas can
3,0,0,3,2,cavs trash heat trash smh pat gotta make trades
3,0,3,0,1,i m not a bitch like lol sorry not sorry tried to give him a hint that i didn t want to speak to him so idc
3,1,2,0,1,shut up faggot set himself up
3,0,0,3,2,oreo ice cream cake
3,0,3,0,1,i got a natural mean face i be havin mean mugs and ion even be knowin bitch shut the fuck up right
3,0,3,0,1,all i want for my birthday is a female with a large buttocks big booty hoe
3,0,3,0,1,my sister shittin on you hos once again wodeh bout dat action
3,0,3,0,1,lmaooo i find this shit so funny y all hoes ain t content with working it out with one nigga boring
3,0,2,1,1,u look like a cotton picker tho about to put in field work damn dee got all the jokes
3,0,3,0,1,wassup bye bitch you outta order
6,0,6,0,1,this bitch lying to me messy yess
6,0,6,0,1,alyssa you ignoring me bitch but you better text me back cause i m serious fuck u smokey
3,0,3,0,1,i m about too put sooooo much nut in my fucking mouth and gts frfr bitch yu nasty
6,0,5,1,1,im so winning bitch
3,0,3,0,1,the boy told lyssa make them yes bitch and i need em
6,0,6,0,1,these hoes be playing w me like i won t send baby cain at they niggah yesss messy
3,2,1,0,0,shoot that nigga and his shorty bitch
3,0,3,0,1,iz no point in being jealous cuz dee hoes for everybody bucketsproverbs
3,0,2,1,1,oomf a hoe hopper
3,0,3,0,1,what things do you love myself weed pussy life
3,0,3,0,1,oomf a fake bitch ass nigga point blank period smh awwww shittttttt
3,0,3,0,1,how i lose this sweet you ain t lose it you hide it lmfao viri tryna smoke that hoe to his self boy
3,0,3,0,1,kyrie fast than a bitch with the ball look like you out there lol lol i wish
3,0,3,0,1,hahaha she to much of a thottie for you never fear captain save a thot is here to save that hoe
3,0,2,1,1,happy birthday little bitch bofl this made me laugh when i read it
3,0,3,0,1,snap chat names please only bitch you can snapchatt is me
3,0,3,0,1,these hoes ain t loyal no they ain t
3,0,3,0,1,where the bitches at yeah where they at i don t know they probably at that party
3,1,2,0,1,i got the giggles because i m a fag i ain t gon lie lol
3,1,2,0,1,you a bitch they need to lock yo ass up for sayin some stupid shit like that
3,0,3,0,1,no one likes i n d i r e c t ass bitches
3,0,0,3,2,my lakers are going to be so trash this season i can t wait
3,0,3,0,1,boyfriends that ll eat yo pussy all day long ur da real mvp
3,0,3,0,1,how you make a salad and have no vegetables on the bitch give me a break potato salad
3,0,3,0,1,im so happy in the morning after i shave my pussy cuteness always sets me up for a good day u need some dick
3,0,3,0,1,i be laughing when my ex be tryna stunt bitch you forgot i went with you i know what you got don t got
3,1,2,0,1,wish tonight was purge so i can get to hunting shut yo hoe ass up
6,0,6,0,1,what if i tell y all i m trying to turn up for bayou classic drinker bitch you got the id
3,0,3,0,1,lol i got rose been dat nicca tho never forget lol yee i was trippin
3,0,1,2,2,looking at nip rings i can t wait until i can change mine lmao
3,0,1,2,2,happy new year check yo clock hun we got another hour lol they just did the lil count down thing
3,0,3,0,1,bitch gotta work all hard to clean that shit without ripping her skin lmaosjdusubejs
3,0,3,0,1,my friends are some insensitive bitches
3,0,3,0,1,i m tryna get some snow day dick gon make a nicca have a wreck out there tryn pull up on ya
3,0,3,0,1,like why tf is this bitch following me
3,0,3,0,1,cuz you a hoe lol cuz you went on your lil rant on me man
3,0,3,0,1,that wasn t me hoe azz boi i m sniff sniff sorry sniff sniff
3,0,3,0,1,what u did mr bitches stop calling me that but i balled
3,0,3,0,1,ion eat cat bitch what you gay for then
3,0,3,0,1,iont got not type bad bitches is the only thing that i like ayeee throw that ass in a sphere
6,2,4,0,1,niggas is hoes man i swear
6,1,5,0,1,this hoe mimi said i hurt my hand bitch her throat
3,0,3,0,1,dis hoe bri will fuck up a wet dream pop up in the dream like
3,0,3,0,1,u a hoe broski u gotta look at dat shit
3,0,3,0,1,lil bitty bitch lingo
3,0,3,0,1,shawty wanna charge for pussy but i m like whoa now turnt her on to cash she use to fuck for free
3,0,3,0,1,victor shawn legs don t hurt they jigg every damn night
3,0,3,0,1,lol someone told me i had hoes so i sent them this
3,0,3,0,1,bitch im weakkk vic
3,1,2,0,1,fuck the girls peep how he change when a nigga squared up against him bitch ass
3,0,3,0,1,nobody cares about kirk bosley no i care bout my cousin hoe
3,0,3,0,1,men hop in they feelings much quicker than women not me i hop in ya bitch
3,0,3,0,1,bitch i m on bitch i m on my griiind thug luuuuuuv
3,2,1,0,0,my phone charging backwards retarded
3,0,3,0,1,i want some pussy wishfulthinking
3,0,3,0,1,fb hoe lol damn next time be nicer lmfao
3,0,3,0,1,right idk which one was selling pussy for but that s way too high for them
3,0,3,0,1,ahhh you know who so smart donny but yes yass i m glad you speak your mind to these faces hoes
6,0,6,0,1,gave that bitch a bib since she wanna act messy
3,0,3,0,1,im more excited about boosie getting out than valentines day he get vday pussy allstar weeekend pussy and mardi gras
6,0,6,0,1,i don t like popeye s spicy chicken them bitches be on boa you trippen
6,0,6,0,1,i wonder if i oomf i be like i want fuck would i be wrong or you a be one brave as bitch one day
3,0,3,0,1,it s so wonderful when you meet a dude that s not a bitch ass nigga these days
3,1,2,0,1,yeah he lowkey loves me he knows he s ma nigga we don t love these hoes
3,0,3,0,1,i m much for these niggas and much for these hoes
3,0,3,0,1,jordyn stays making fun of how i eat like a little bitch
3,0,2,1,1,he did go in i was actually surprised he when that hard n the crib listen my nig g eazy don t diss my homie
3,2,1,0,0,you aint special niglet when i m chilling wit greg ppl walk up to me to ask me to take pics hatin
3,0,3,0,1,gotta buy those anti slip shoes so these hoes won t catch me slipping
3,0,0,3,2,you re really cool you re good at basketball and your a zebra is this
3,0,3,0,1,grow up bitch they was cute
3,0,3,0,1,scrappy always on the reunion with hella hoes real nigga lmao
3,0,3,0,1,if he has a girlfriend don t be a hoe and text him yanno who u r
3,0,3,0,1,don t really have anyone to talk to when things start going wrong aight hoe ass nigga
3,1,2,0,1,sydneys my favorite she s a nigger but i love her
3,0,3,0,1,depressed but i got hoes same
3,0,3,0,1,you still fucn ya ex na that bitch corny
3,0,3,0,1,about to go take over the a this summer binging alll the fly bitches to bless atl turnup thank you
3,0,3,0,1,i never get on twitter but when i do i get in bitch fights with niggas not even females bruh
3,0,3,0,1,where the fuck is your top lip in my pussy
3,0,3,0,1,mane the skinny bitches was playin lol i had too take my weight class too another level
3,2,1,0,0,lemme find out you niggaz letting bitches shit on yo faces niggas is weirdos
3,0,3,0,1,cigarettes are so gross half the bitches that smoke cigarettes
3,0,0,3,2,i hate when i attempt to make the yellow light but the car infront of me stops at the light i be wanting to fight
6,0,6,0,1,i like down bitches
3,1,2,0,1,niggas talk more then bitches these days facts
3,0,3,0,1,now bitch you know lmaooo
3,0,3,0,1,fuck them texts it s a movement lmaooo courts texting rubbed off on me she used to be bitch bout it tho
3,0,3,0,1,i need to find is both a damn job needs to find a bitch a job right
3,0,3,0,1,i dont fuck youuu u lil stupid ass bitch i aint fuckin wit you u lil dumbass bitch i aint fuckin wit you
3,0,3,0,1,are you kidding me right now i ll smack a hoe
3,0,3,0,1,im just a sarcastic lil bitch who loves to sleep and eat
3,0,3,0,1,these hoes ain t loyal i would know cause i m a hoe but my fans damn sure are real
3,0,2,1,1,yeah it s really far and it s alright if you like living by a whole lot of hicks haha
3,0,3,0,1,im just a bitch ass elf
3,0,3,0,1,i dont trust girls cant trust these hoes
3,0,3,0,1,well we all know victoria s secret now yea and we all the cocoa puff bird fucking
3,0,3,0,1,paint brushes over bugattis stundentpainters bitch paint me like one of your french girls
3,1,2,0,1,niggah you friendzoned daaaaaaaam
3,0,3,0,1,jose is so fucking mean to me like damn bitch lol fuck you
3,0,3,0,1,bitch im back at home now
3,0,0,3,2,chuckstrong goldswagger thats awesome hoosiers
6,1,5,0,1,happy hour time best time of da day niggas don t know bout them happy hour hoes
3,0,3,0,1,my favorite time of da day happy hour drinkbreak when the bad bitches come out and the ok hoes at home doing make up
9,3,6,0,1,gwyneth paltrow you ugly ass big bird looking bitch shut the fuck up lt lt that s pretty much in your face bravo
3,0,3,0,1,why u can t just love because we don t love these hoes
